0
"['泰隆·鲍华', '玛琳·黛德丽', '查尔斯·劳顿', '埃尔莎·兰彻斯特', '约翰·威廉姆斯', '亨利·丹尼尔', '伊安·沃尔夫', '托林·撒切尔', '诺玛·威登', '尤娜·奥康纳', '茹塔·李', '贝丝·弗劳尔斯', '比尔·厄尔文', 'J·帕特·奥马利', '本·怀特', 'Paul Kruger', 'Jack Raine', 'Paul Power', '乔治·佩林', '威廉·H·奥布莱恩', '奥托拉内史密斯', 'Frank McClure', 'Colin Kenny', 'Jeanne Lafayette', 'Wilbur Mack', 'Fred Rapport', '利奥达·理查德斯', 'Glen Walters', 'Arthur Tovey', '伯特史蒂文斯', 'Cap Somers', 'Lucille Sewall', '斯考特西顿', 'Norbert Schiller', '杰弗里·塞尔', 'John Roy', 'Al Roberts', 'Art Howard', 'Stuart Hall', 'Francis Compton', 'Philip Tonge', '帕特里克·艾亨', '富兰克林·法纳姆', '玛乔丽·伊顿', '史蒂夫·卡鲁瑟斯', 'George Calliga', '乔治布鲁格曼', '丹尼·鲍沙其', 'Brandon Beach', '埃迪·贝克', '沃尔特·培根']"
阿甘正传
9.5
['美国']
"['汤姆·汉克斯', '罗宾·怀特', '加里·西尼斯', '麦凯尔泰·威廉逊', '莎莉·菲尔德', '海利·乔·奥斯蒙', '迈克尔·康纳·亨弗里斯', '哈罗德·G·赫瑟姆', '山姆·安德森', '伊俄涅·M·特雷奇', '彼得·道博森', '希博汗·法隆', '伊丽莎白·汉克斯', '汉娜·豪尔', '克里斯托弗·琼斯', '罗布·兰德里', '杰森·麦克奎尔', '桑尼·施罗耶', '艾德·戴维斯', '丹尼尔C.斯瑞派克', '大卫·布里斯宾', '德博拉·麦克蒂尔', '艾尔·哈林顿', '阿非莫·奥米拉', '约翰·沃德斯塔德', '迈克尔·伯吉斯', '埃里克·安德伍德', '拜伦·明斯', '斯蒂芬·布吉格沃特', '约翰·威廉·高尔特', '希拉里·沙普兰', '伊莎贝尔·罗斯', '理查德·达历山德罗', '迪克·史迪威', '迈克尔-杰斯', '杰弗里·布莱克', '瓦妮莎·罗斯', '迪克·卡维特', '马拉·苏查雷特扎', '乔·阿拉斯奇', 'W·本森·泰瑞', '约翰·列侬', '埃尔维斯·普雷斯利', '罗纳德·里根', '鲍勃·霍普', '约翰·肯尼迪', '理查德·尼克松', '吴俊全', '蒂莫西·麦克尼尔', '杰拉尔德·福特', '布雷特·赖斯']"
泰坦尼克号
9.5
"['美国', '墨西哥', '澳大利亚', '加拿大']"
"['莱昂纳多·迪卡普里奥', '凯特·温丝莱特', '比利·赞恩', '凯西·贝茨', '弗兰西丝·费舍', '格劳瑞亚·斯图尔特', '比尔·帕克斯顿', '伯纳德·希尔', '大卫·沃纳', '维克多·加博', '乔纳森·海德', '苏茜·爱米斯', '刘易斯·阿伯内西', '尼古拉斯·卡斯柯恩', '阿那托利·萨加洛维奇', '丹尼·努齐', '杰森·贝瑞', '伊万·斯图尔特', '艾恩·格拉法德', '乔纳森·菲利普斯', '马克·林赛·查普曼', '理查德·格拉翰', '保罗·布赖特威尔', '艾瑞克·布里登', '夏洛特·查顿', '博纳德·福克斯', '迈克尔·英塞恩', '法妮·布雷特', '马丁·贾维斯', '罗莎琳·艾尔斯', '罗切尔·罗斯', '乔纳森·伊万斯-琼斯', '西蒙·克雷恩', '爱德华德·弗莱彻', '斯科特·安德森', '马丁·伊斯特', '克雷格·凯利', '格雷戈里·库克', '利亚姆·图伊', '詹姆斯·兰开斯特', '艾尔莎·瑞雯', '卢·帕尔特', '泰瑞·佛瑞斯塔', '凯文·德·拉·诺伊', '詹姆斯·卡梅隆', '竹内结子', '詹姆斯·霍纳', '姜广涛', '罗恩·多纳基', '佐佐木澄江', '史蒂文·奎里', '詹妮特·戈德斯坦恩', '林凡 ', 'Linda Kerns', '马丁·哈伯', '马丁·莱恩', '德里克·李', '保罗·赫伯特', '艾利克斯·欧文斯-萨尔诺', 'Julene Renee', '曲敬国', '刘之玲']"
这个杀手不太冷
9.4
"['法国', '美国']"
"['让·雷诺', '娜塔莉·波特曼', '加里·奥德曼', '丹尼·爱罗', '彼得·阿佩尔', '迈克尔·巴达鲁科', '艾伦·格里尼', '伊丽莎白·瑞根', '卡尔·马图斯维奇', '弗兰克·赛格', '麦温', '乔治·马丁', '罗伯特·拉萨多', '亚当·布斯奇', '马里奥·托迪斯科', '萨米·纳塞利', '让·雨果·安格拉德', '埃莱娜·卡多纳', '沈晓谦', '大塚明夫', 'Keith A. Glascoe']"
千与千寻
9.4
['日本']
"['柊瑠美', '入野自由', '夏木真理', '菅原文太', '中村彰男', '玉井夕海', '神木隆之介', '内藤刚志', '泽口靖子', '我修院达也', '大泉洋', '小林郁夫', '上条恒彦', '小野武彦', '田壮壮', '王琳', '安田显', '户次重幸', '胡立成', '山像香', '斋藤志郎', '脇田茂', '彭昱畅', '井柏然', '周冬雨']"
盗梦空间
9.4
"['美国', '英国']"
"['莱昂纳多·迪卡普里奥', '约瑟夫·高登-莱维特', '艾利奥特·佩吉', '汤姆·哈迪', '渡边谦', '迪利普·劳', '基里安·墨菲', '汤姆·贝伦杰', '玛丽昂·歌迪亚', '皮特·波斯尔思韦特', '迈克尔·凯恩', '卢卡斯·哈斯', '李太力', '克莱尔·吉尔蕾', '马格努斯·诺兰', '泰勒·吉蕾', '乔纳森·吉尔', '水源士郎', '冈本玉二', '厄尔·卡梅伦', '瑞恩·海沃德', '米兰达·诺兰', '拉什·费加', '蒂姆·科勒赫', '妲露拉·莱莉', '迈克尔·加斯顿', '吉尔·马德雷尔', '玛格丽特·因索利亚', 'Natasha Beaumont']"
星际穿越
9.4
"['美国', '英国', '加拿大']"
"['马修·麦康纳', '安妮·海瑟薇', '杰西卡·查斯坦', '麦肯吉·弗依', '卡西·阿弗莱克', '迈克尔·凯恩', '马特·达蒙', '提莫西·查拉梅', '艾伦·伯斯汀', '约翰·利思戈', '韦斯·本特利', '大卫·吉亚西', '比尔·欧文', '托弗·戈瑞斯', '科莱特·沃夫', '弗朗西斯·X.麦卡蒂', '安德鲁·博尔巴', '乔什·斯图沃特', '莱雅·卡里恩斯', '利亚姆·迪金森', '杰夫·赫普内尔', '伊莱耶斯·加贝尔', '布鲁克·史密斯', '大卫·奥伊罗', '威廉姆·德瓦内', '拉什·费加', '格里芬·弗雷泽', '弗洛拉·诺兰']"
楚门的世界
9.4
['美国']
"['金·凯瑞', '劳拉·琳妮', '艾德·哈里斯', '诺亚·艾默里奇', '娜塔莎·麦克艾霍恩', '安东尼·科隆', '马西娅·德波尼斯', 'Adam Tomei', '约翰·普莱舍', '澳澜·琼斯', 'Joe Minjares', '特里·金瑞利', '乔尔·麦金农·米勒', '冈本玉二', 'Jake Eberle', '马克·麦考利', '贾德森·沃恩', '彼得·克劳斯', '保罗·吉亚玛提', '菲利普·贝克·霍尔', '梅丽莎·菲茨杰拉德', 'Blair Slater', '珍妮特·米勒', '霍兰德·泰勒', '布赖恩·戴拉特', '哈里·谢尔']"
忠犬八公的故事
9.4
"['美国', '英国']"
"['理查·基尔', '萨拉·罗默尔', '琼·艾伦', '罗比·萨布莱特', '艾瑞克·阿瓦利', '田川洋行', '杰森·亚历山大', '罗伯特·卡普荣', '凯文·德科斯泰', '高岛彩', '奇科', '莱拉', 'Ellen Becker-Gray', 'Ben Skinner', 'Raymond Alongi', '达文尼亚·麦克法登', '贝茨·怀尔德', '亚美利哥·普雷休蒂', '盖尔·布格贾', '马丁·蒙塔纳', 'Michael Kelly', '福雷斯特']"
熔炉
9.4
['韩国']
"['孔刘', '郑有美', '金贤秀', '郑仁絮', '白承焕', '张光', '金民尚', '林贤成', '金周灵', '严孝燮', '全国焕', '崔镇浩', '金志映', '严智星', '许在浩', '张素妍', '金智怜', '张宥', '朴惠珍', '林贤成', '郑亨锡', '洪锡然']"
大闹天宫
9.4
['中国大陆']
"['邱岳峰', '富润生', '毕克', '尚华', '于鼎', '李梓', '刘广宁']"
十二怒汉
9.4
['美国']
"['亨利·方达', '马丁·鲍尔萨姆', '约翰·菲德勒', '李·科布', 'E.G.马绍尔', '杰克·克卢格曼', '爱德华·宾斯', '杰克·瓦尔登', '约瑟夫·史威尼', '埃德·贝格利', '乔治·沃斯科维奇', '罗伯特·韦伯']"
无间道
9.3
['中国香港']
"['刘德华', '梁朝伟', '黄秋生', '曾志伟', '陈慧琳', '郑秀文', '陈冠希', '余文乐', '萧亚轩', '林家栋', '吴廷烨', '林迪安', '尹志强', '许金峰', '何华超', '利沙华', '区轩玮', '李天翔', '黄燕强', '姚文基', '余世腾', '苏伟南', '黎志伟', '梁皓楷', '张旭燊', '袁伟豪', '叶清', '洪智杰', '张艺', '杨容莲']"
茶馆
9.5
['中国大陆']
"['于是之', '郑榕', '蓝天野', '英若诚', '黄宗洛', '童超', '金昭', '林连昆', '牛星丽', '谭宗尧', '童弟', '吴淑昆', '胡宗温', '程中', '李大千', '李源', '李翔', '张瞳', '任宝贤', '尚丽娟', '米铁增', '田春奎', '冯增祥', '雷飞', '林东升', '孟瑾', '孙峻峰', '平原', '曹世骧', '王大年', '王淑华', '张华', '丁海涛', '朱旭', '孙敬修', '董行佶']"
海上钢琴师
9.3
['意大利']
"['蒂姆·罗斯', '普路特·泰勒·文斯', '比尔·努恩', '克兰伦斯·威廉姆斯三世', '梅兰尼·蒂埃里', '皮特·沃恩', '尼尔·奥布赖恩', '阿尔贝托·巴斯克斯', '加布里埃莱·拉维亚', '科里·巴克', '西德尼·科尔', 'Luigi De Luca', '尼古拉·迪·平托', '费米·依鲁福祖', '伊斯顿·盖奇', '凯文·麦克纳利', '布莱恩·普林格', '沙拉·鲁宾', '希思科特·威廉姆斯', '阿妮妲·扎格利亚', '安吉洛·迪洛雷塔', '吉达·布塔', '曲敬国']"
末代皇帝
9.3
"['英国', '意大利', '中国大陆', '法国']"
"['尊龙', '陈冲', '邬君梅', '彼得·奥图尔', '英若诚', '吴涛', '黄自强', '丹尼斯·邓', '坂本龙一', '马吉·汉', '里克·扬', '田川洋行', '苟杰德', '理查德·吴', '皱缇格', '陈凯歌', '卢燕', '区亨利', '陈述', '鲍皓昕', '黄文捷', '邵茹贞', '亨利·基', '张良斌', '梁冬', '康斯坦丁·格雷戈里', '黄汉琪', '王涛', '宋怀桂', '蔡鸿翔', '程淑艳', '张天民', '王彪', '劳力', '户田惠子', '石凉']"
活着
9.3
"['中国大陆', '中国香港']"
"['葛优', '巩俐', '姜武', '牛犇', '郭涛', '张璐', '倪大红', '肖聪', '董飞', '刘天池', '董立范', '黄宗洛', '刘燕瑾', '李连义', '杨同顺', '苏岩', '王丽华']"
背靠背，脸对脸
9.5
"['中国大陆', '中国香港']"
"['牛振华', '雷恪生', '李强', '句号', '王劲松', '戈治均', '佘南南', '张嘉益', '刘国祥', '徐学政', '林海海', '温谦', '马载军', '吴玮玲', '张艺', '韩炳杰', '杨亚洲', '王洪光']"
放牛班的春天
9.3
"['法国', '瑞士', '德国']"
"['让-巴蒂斯特·莫尼耶', '热拉尔·朱尼奥', '弗朗索瓦·贝莱昂', '凯德·麦拉德', '让-保罗·博奈雷', '雅克·贝汉', '玛丽·布奈尔', '马克桑斯·贝汉', '格雷戈里·加迪诺尔', '托马斯·布伦门塔尔', '西里尔·伯尔尼科特', '西蒙·法戈特', '泰奥杜尔·卡雷-卡赛尼', '菲利普·杜·詹纳兰德', '埃里克·德斯玛莱茨', '狄迪尔·弗拉蒙', '卡罗尔·韦斯']"
鬼子来了
9.3
['中国大陆']
"['姜文', '香川照之', '袁丁', '姜宏波', '丛志军', '李丛喜', '泽田谦也', '李海滨', '蔡卫东', '陈述', '陈莲梅', '史建全', '陈强', '宫路佳具', '吴大维', '梶冈润一', '石山雄大', '述平', '姜武', '姜金才', '石山雄太', '山田将之', '贾幼然', '王义和', '杜世儒', '周海超', '白云生', '徐海东', '长野客弘', '鱼见亮介']"
触不可及
9.3
['法国']
"['弗朗索瓦·克鲁塞', '奥玛·希', '安娜·勒尼', '奥德雷·弗勒罗', '约瑟芬娜·德·摩', '克洛蒂尔德·莫莱特', '阿尔芭·贝露琪', '萨丽马特·卡马特', '托马·索利韦尔', '让-弗朗索瓦·凯雷', '玛丽-洛尔·德库洛', '安托万·劳伦特', 'Caroline Bourg', '海迪·布奇纳法', '艾米丽·卡恩', '多萝特博里埃', '皮埃尔-罗兰·巴纳隆', '弗朗索瓦·卡隆']"
教父
9.3
['美国']
"['马龙·白兰度', '阿尔·帕西诺', '詹姆斯·肯恩', '理查德·卡斯特尔诺', '罗伯特·杜瓦尔', '斯特林·海登', '约翰·马利', '理查德·康特', '艾尔·勒提埃里', '黛安·基顿', '阿贝·维高达', '塔莉娅·夏尔', '吉亚尼·罗素', '约翰·凯泽尔', '鲁迪·邦德', '兰尼·蒙大拿', '索菲亚·科波拉', '弗兰科·奇蒂', '西蒙蕾妲·瑟法奈尼', '理查德·布赖特', '朱莉·格雷格', '阿历克斯·罗克', '卡迈恩·科波拉', '萨罗·乌尔齐', '阿尔·马蒂诺', '摩甘娜金', '安杰洛·伊凡蒂', '柯拉朵加伊帕', '维托·斯科蒂', '约翰马迪诺', '维克多伦蒂纳', '托尼·乔治', '加里·弗雷德里克森', '桑尼格鲁索']"
指环王3：王者无敌
9.3
"['美国', '新西兰']"
"['伊利亚·伍德', '西恩·奥斯汀', '维果·莫腾森', '奥兰多·布鲁姆', '伊恩·麦克莱恩', '肖恩·宾', '多米尼克·莫纳汉', '丽芙·泰勒', '约翰·贝西', '凯特·布兰切特', '比利·博伊德', '萨德文·布罗菲', '阿利斯泰尔·布朗宁', '马尔顿·索克斯', '伯纳德·希尔', '伊安·霍姆', '布鲁斯·霍普金斯', 'Ian Hughes', '劳伦斯·马克奥雷', '诺埃尔·阿普利比', '布雷特·麦肯齐', 'Alexandra Astin', 'Sarah McLeod', 'Maisy McLeod-Riera', '约翰·诺贝尔', 'Paul Norell', '米兰达·奥图', '布鲁斯·菲利普斯', '沙恩·朗吉', '约翰·瑞斯-戴维斯', 'Todd Rippon', '安迪·瑟金斯', 'Harry Sinclair', '乔尔·托贝克', '卡尔·厄本', '史蒂芬·乌瑞', '雨果·维文', '大卫·文翰', '阿兰·霍华德', '萨拉·贝克', 'Robert Pollock', '佩特·史密斯', '杰德·布罗菲', '菲利普·格里夫', '布拉德·道里夫', '克里斯托弗·李', '布鲁斯·斯宾斯', '吉诺·阿赛维多', 'Jarl Benzon', 'Jørn Benzon', 'Robert Catto', 'Michael Elsworth', '彼得·杰克逊', 'Sandro Kopp', '安德鲁·莱斯尼', '约瑟夫·米卡-亨特', '亨利·莫腾森', '克雷格·帕克', '克里斯蒂安·瑞沃斯', '迈克尔·斯曼内科 ', '霍华德·肖', '约翰·斯蒂芬森', '理查德·泰勒', '周志强', '张磊', '姜广涛', '金永钢']"
乱世佳人
9.3
['美国']
"['费雯·丽', '克拉克·盖博', '奥利维娅·德哈维兰', '托马斯·米切尔', '芭芭拉·欧内尔', '伊夫林·凯耶斯', '安·卢瑟福德', '乔治·里弗斯', '弗莱德·克莱恩', '海蒂·麦克丹尼尔斯', '奥斯卡·波尔克', '巴特弗莱·麦昆', '维克托·乔里', '埃弗雷特·布朗', '霍华德·C·希克曼', '艾丽西亚·瑞特', '莱斯利·霍华德', '兰德·布鲁克斯', '卡洛尔·奈', '劳拉·霍普·克鲁斯', '埃迪·安德森', '哈里·达文波特', '利昂娜·罗伯特', '简·达威尔', '欧娜·满森', '保罗·赫斯特', '伊莎贝尔·朱尔', '卡米·金·肯伦', '艾瑞克·林登', 'J·M·克里根', '沃德·邦德', '莉莲·肯布尔-库珀', '李守贞', '唐烨', '吴文伦', '彭河', '查曼若']"
素媛
9.3
['韩国']
"['薛景求', '严志媛', '李来', '金海淑', '金相浩', '罗美兰', '杨真诚', '权泰元', '赵福来', '徐现宇', '宋英奎', '郑敏圣', '曹文义', '金道烨', '车美京']"
钢琴家
9.3
"['英国', '法国', '波兰', '德国']"
"['艾德里安·布洛迪', '托马斯·克莱舒曼', '艾米莉娅·福克斯', '米哈乌·热布罗夫斯基', '埃德·斯托帕德', '穆琳·利普曼', '弗兰克·芬莱', '茱莉亚·蕾娜', '杰西卡·凯特·梅耶尔', '理查德·赖丁斯', '泽比纽·扎马洲斯基', '安德鲁·蒂曼', '丹尼尔·卡尔塔吉罗内', '约翰·基奥', '露丝·普拉特', '雅努什·奥莱伊尼恰克', '帕韦尔·伯克齐克', '索菲娅·切尔文斯卡', 'Emilio Fernandez']"
海蒂和爷爷
9.3
"['德国', '瑞士']"
"['阿努克·斯特芬', '布鲁诺·冈茨', '昆林·艾格匹', '安娜·申茨', '伊莎贝尔·奥特曼', '莉莲·奈福', '彼得·杰克林', '克里斯托夫·高格勒', '丽贝卡·因德穆', '莫妮卡·古布瑟', '阿瑟·比勒', '玛丽埃塔·耶米', '彼得·洛迈尔', '卡塔琳娜·舒特勒', '杰拉·哈斯', '迈克尔·克兰茨', '劳拉·帕克', '马库斯·赫林', '马克西姆·梅米特', '汉娜洛蕾·赫格']"
教父2
9.3
['美国']
"['阿尔·帕西诺', '罗伯特·杜瓦尔', '黛安·基顿', '罗伯特·德尼罗', '约翰·凯泽尔', '塔莉娅·夏尔', '李·斯特拉斯伯格', '迈克尔·V·格佐', 'G•D•斯普拉德林', '理查德·布赖特', '加斯通·莫辛', '汤姆·罗斯奎', '布鲁诺·柯比', '弗兰克·西维罗', '弗朗西丝卡·德·萨维奥', '摩甘娜金', '玛丽亚娜·希尔', '莱奥波多·特里耶斯泰', '多米尼克·查尼斯', 'Amerigo Tot', '特洛伊·多纳胡', '约翰·阿普雷亚', '乔·斯皮内尔', '阿贝·维高达', '吉亚尼·罗素', 'Maria Carta', '菲伊·斯潘', '哈利·戴恩·斯坦通', '卡明·卡里迪', '丹尼·爱罗', '威廉·鲍尔斯', '约瑟夫·德拉·索尔特', '卡门·阿尔根齐亚诺', '乔·罗·格里普', 'Ezio Flagello', '凯瑟琳·贝勒', 'Saveria Mazzola', 'Tito Alba', '彼得·多纳特', '汤姆·达尔格伦', 'Phil Feldman', '罗杰·科曼', '伊凡·科尔', '艾丽卡·约恩', 'Teresa Tirelli', '詹姆斯·肯恩', 'Italia Coppola', '罗曼·科波拉', '索菲亚·科波拉', '朱莉·格雷格', 'George Holmes', 'Buck Houghton', 'Shep Houghton', '小杉正一', '加里·库尔茨', 'Laura Lyons', '理查德·麦瑟森', '约翰·梅根纳', 'Harrison Ressler', 'Al Roberts', 'Hank Robinson', 'Filomena Spagnuolo', '朱利安·沃洛辛']"
三傻大闹宝莱坞
9.2
['印度']
"['阿米尔·汗', '卡琳娜·卡普尔', '马达范', '沙尔曼·乔希', '奥米·瓦依达', '博曼·伊拉尼', '莫娜·辛格', '拉杰夫·拉宾德拉纳特安', 'Atul Tiwari', '阿里·法扎勒', '帕里卡沙特.萨赫尼', 'Rakesh Sharma', '贾维德·杰弗里']"
当幸福来敲门
9.2
['美国']
"['威尔·史密斯', '贾登·史密斯', '坦迪·牛顿', '布莱恩·豪威 ', '詹姆斯·凯伦', '丹·卡斯泰兰尼塔', '柯特·富勒', '塔卡尤·费舍尔', '凯文·韦斯特', '乔治·张', '戴维·迈克尔·西尔弗曼', '多米尼克·博夫', '杰弗·卡伦', '乔伊芙·拉文', '斯科特·克拉斯', '希瑟·坎特', '约翰·帕特里克·舒拉克', '大卫·皮尔', '伊斯特·斯高特', '罗明', '亚当·王', '拉希达·克伦迪宁', '大卫·芬恩', '扎克·布拉夫', '莫莉·塞拉斯基', '加瑞特·法贝斯', '克里斯·加德纳', '马克·克里斯托弗·劳伦斯', '乔治·马奎尔', '扎卡里·卡伯森', '戴维·阿伦·霍奇斯', '亚历山大·库科尔', '多恩·安德鲁·西蒙斯', '阿米尔·塔莱', '塞雷娜·锡德', '凯文·克鲁克', '詹姆斯·科纳', '亚当·德尔·里奥', '里克·坎普', '威廉·保罗·史密斯', '塞西尔·威廉斯', '维克托·莱德·维斯勒', '艾丽莎·安德瑞格']"
泰坦尼克号 3D版
9.4
['美国']
"['莱昂纳多·迪卡普里奥', '凯特·温丝莱特', '比利·赞恩', '凯西·贝茨', '弗兰西丝·费舍', '格劳瑞亚·斯图尔特', '比尔·帕克斯顿', '伯纳德·希尔', '大卫·沃纳', '维克多·加博', '乔纳森·海德', '苏茜·爱米斯', '刘易斯·阿伯内西', '尼古拉斯·卡斯柯恩', '阿那托利·萨加洛维奇', '丹尼·努齐', '杰森·贝瑞', '伊万·斯图尔特', '迈克尔·英塞恩', '博纳德·福克斯', '夏洛特·查顿', '季冠霖', '艾瑞克·布里登', '罗恩·多纳基', '詹妮特·戈德斯坦恩', 'Linda Kerns', '西蒙·克雷恩', '克雷格·凯利', '德里克·李', '保罗·赫伯特', '马丁·贾维斯', '詹姆斯·卡梅隆', '马克·林赛·查普曼', '爱德华德·弗莱彻', '艾恩·格拉法德', '罗切尔·罗斯', '史蒂文·奎里']"
饮食男女
9.2
"['中国台湾', '美国']"
"['郎雄', '杨贵媚', '吴倩莲', '王渝文', '张艾嘉', '归亚蕾', '赵文瑄', '陈昭荣', '陈捷文', '卢金城', '唐语谦', '洪其德', '王瑞', '杜满生', '王玨', '陈妤', '左正芬', '许敬民', '聂卓晶', '丁仲']"
蝙蝠侠：黑暗骑士
9.2
"['美国', '英国']"
"['克里斯蒂安·贝尔', '希斯·莱杰', '艾伦·艾克哈特', '迈克尔·凯恩', '玛吉·吉伦哈尔', '加里·奥德曼', '摩根·弗里曼', '莫尼克·加布里埃拉·库尔内', '罗恩·迪恩', '基里安·墨菲', '黄经汉', '内斯特·卡博内尔', '埃里克·罗伯茨', '里特奇·科斯特', '安东尼·迈克尔·豪尔', '基斯·斯扎拉巴基克', '柯林·麦克法兰', '约书亚·哈尔托', '美琳达·麦格劳', '内森·甘宝', '迈克尔·维约', '迈克尔·斯托扬诺夫', '威廉·斯米利', '丹尼·高德林', '迈克尔·加·怀特', '马修·奥尼尔', '威廉·菲克纳', '欧鲁米基·欧拉乌米', '格雷格·比姆', '爱利克·赫尔曼', '毕崔斯·罗森', '文森佐·尼克力', '陈冠希', 'Tina Simmons', '玛丽扎·卡布蕾拉', '罗南·萨莫尔斯', '利萨·麦克阿里斯特', '大卫·达斯马齐连', '理查德·迪兰', '亚当·卡莱佩里斯']"
指环王2：双塔奇兵
9.2
"['美国', '新西兰']"
"['伊利亚·伍德', '西恩·奥斯汀', '多米尼克·莫纳汉', '奥兰多·布鲁姆', '维果·莫腾森', '伊恩·麦克莱恩', '凯特·布兰切特', '比利·博伊德', '杰德·布罗菲', '丽芙·泰勒', '安迪·瑟金斯', '米兰达·奥图', '雨果·维文', '布拉德·道里夫', '卡卢姆·吉廷斯', '伯纳德·希尔', '布鲁斯·霍普金斯', '克里斯托弗·李', '纳撒尼尔·利斯', '罗宾·马尔科姆', '约翰·贝西', '萨拉·贝克', '克雷格·帕克', '布鲁斯·菲利普斯', 'Robert Pollock', '约翰·瑞斯-戴维斯', '奥利维亚·田內', '卡尔·厄本', '史蒂芬·乌瑞', '大卫·文翰', '菲利普·格里夫', '肖恩·宾', '约翰·诺贝尔', 'Jarl Benzon', 'Jørn Benzon', 'Ben Britton', '阿利斯泰尔·布朗宁', 'Sean Button', 'Robert Catto', '罗德尼·库克', '卡尔洛斯·德林克沃特', '西奥沙福瓦', '本·弗兰舍姆', 'Jonathan Harding', 'Lucas Hayward', '丹·汉纳', '保罗·霍姆斯', '杰森霍德', '彼得·杰克逊', 'Sam Kelly', 'Sandro Kopp', '姜广涛', '张磊', '陆建艺', '金永钢', '劳伦斯·马克奥雷', '布鲁克·奥佩斯', '周志强']"
死亡诗社
9.2
['美国']
"['罗宾·威廉姆斯', '罗伯特·肖恩·莱纳德', '伊桑·霍克', '乔西·查尔斯', '盖尔·汉森', '迪伦·库斯曼', '阿勒隆·鲁杰罗', '詹姆斯·沃特斯顿', '诺曼·劳埃德', '柯特伍德·史密斯', '卡拉·贝尔韦尔', '利昂·波纳尔', '乔治·马丁', '乔·奥菲耶里', '马特·凯里', '凯文·库尼', '拉腊·弗林·鲍尔', '亚历桑德拉·鲍尔斯', '梅洛拉·沃尔特斯', '帕梅拉·伯勒尔', '约翰·库宁汉姆', '迪布拉·穆尼', '库尔特·莱特纳', '凯瑟·斯内德', '霍纳斯·斯蒂克洛瑞斯', '杰米·肯尼迪']"
摩登时代
9.3
['美国']
